1301753300,00000220,false,0,8,CF,43,89,9C,03,04,90,77
1301763300,00000220,false,0,8,D1,23,89,A0,03,00,90,89
1301773300,00000220,false,0,8,D2,E3,88,9C,03,00,90,95
1301783300,00000220,false,0,8,D0,C3,88,A0,03,02,90,A9
1301793300,00000220,false,0,8,CE,C3,88,A0,03,00,90,B5
1301803300,00000220,false,0,8,CD,E3,88,A0,03,01,90,C5
1301813200,00000220,false,0,8,CD,23,89,A0,03,FF,8F,D3
1301823300,00000220,false,0,8,CE,E3,88,9C,03,05,90,E4
1301833300,00000220,false,0,8,D1,A3,88,A0,03,05,90,FD
1301843200,00000220,false,0,8,D3,A3,88,A0,03,03,90,0D
1301853000,00000220,false,0,8,D3,C3,88,A0,03,05,90,1F
1301863200,00000220,false,0,8,D1,C3,88,98,03,07,90,27
1301873200,00000220,false,0,8,D1,C3,88,A0,03,07,90,3F
1301883200,00000220,false,0,8,CF,03,89,9C,03,02,90,45
1301893200,00000220,false,0,8,CE,63,89,A0,03,FE,8F,53
1301903200,00000220,false,0,8,CE,63,89,9C,03,FB,8F,6A
1301913200,00000220,false,0,8,D0,23,89,9C,03,FD,8F,7E
1301923100,00000220,false,0,8,CF,E3,88,98,03,02,90,8E
1301933100,00000220,false,0,8,CF,E3,88,A0,03,01,90,97
1301943100,00000220,false,0,8,D0,03,89,A0,03,01,90,A9
1301953100,00000220,false,0,8,CF,E3,88,A0,03,05,90,BB
1301963100,00000220,false,0,8,CF,E3,88,A0,03,08,90,CC
1301973100,00000220,false,0,8,D1,03,89,A0,03,06,90,DF
1301983100,00000220,false,0,8,D0,43,89,A0,03,06,90,EC
1301993000,00000220,false,0,8,CF,43,89,A0,03,06,90,FD
1302002800,00000220,false,0,8,D2,03,89,A0,03,02,90,0A
1302013000,00000220,false,0,8,D4,A3,88,A4,03,03,90,10
1302023000,00000220,false,0,8,D2,43,88,A0,03,09,90,20
1302033000,00000220,false,0,8,D2,23,88,A0,03,0C,90,35
1302043000,00000220,false,0,8,D0,83,88,A0,03,0D,90,42
1302053000,00000220,false,0,8,CE,E3,88,98,03,09,90,54
1302063000,00000220,false,0,8,CF,43,89,A0,03,04,90,6B
1302072900,00000220,false,0,8,CF,43,89,9C,03,05,90,76
1302082700,00000220,false,0,8,D0,23,89,A0,03,02,90,88
1302092900,00000220,false,0,8,D1,E3,88,A4,03,FF,8F,98
1302102900,00000220,false,0,8,D2,E3,88,A0,03,01,90,A8
1302112700,00000220,false,0,8,D1,03,89,A0,03,01,90,B8
1302122900,00000220,false,0,8,D1,03,89,A0,03,03,90,CA
1302132900,00000220,false,0,8,D3,23,89,9C,03,00,90,D7
1302142900,00000220,false,0,8,D2,23,89,A0,03,01,90,EB
1302152600,00000220,false,0,8,D1,03,89,9C,03,03,90,F6
1302162800,00000220,false,0,8,D0,C3,88,9C,03,02,90,05
1302172800,00000220,false,0,8,CE,E3,88,A0,03,00,90,15
1302182800,00000220,false,0,8,CE,23,89,9C,03,04,90,24
1302192800,00000220,false,0,8,CF,43,89,A0,03,03,90,38
1302202800,00000220,false,0,8,D0,03,89,A0,03,FF,8F,44
1302212700,00000220,false,0,8,D0,E3,88,9C,03,03,90,54
1302222800,00000220,false,0,8,CD,A3,88,A0,03,04,90,66
1302232800,00000220,false,0,8,CF,83,88,9C,03,FD,8F,7C
1302242800,00000220,false,0,8,D0,E3,88,A0,03,FB,8F,81
1302252700,00000220,false,0,8,CD,03,89,A4,03,02,90,9B
1302262700,00000220,false,0,8,CD,E3,88,A0,03,08,90,AA
1302272700,00000220,false,0,8,CD,C3,88,A0,03,09,90,BD
1302282700,00000220,false,0,8,CE,A3,88,A0,03,09,90,CC
1302292700,00000220,false,0,8,CE,A3,88,A0,03,04,90,D9
1302302700,00000220,false,0,8,CE,E3,88,A0,03,00,90,E5
1302312900,00000220,false,0,8,CD,03,89,A0,03,05,90,F8
1302322600,00000220,false,0,8,CE,43,89,A0,03,06,90,0A
1302332600,00000220,false,0,8,D0,23,89,A0,03,04,90,1A
1302342600,00000220,false,0,8,D0,03,89,A0,03,08,90,2E
1302352600,00000220,false,0,8,CF,23,89,A0,03,09,90,3E
1302362600,00000220,false,0,8,D0,43,89,9C,03,07,90,4B
1302372600,00000220,false,0,8,D0,43,89,98,03,02,90,50
1302382600,00000220,false,0,8,D1,43,89,9C,03,02,90,67
1302392600,00000220,false,0,8,CF,23,89,A0,03,01,90,76
1302402600,00000220,false,0,8,CE,03,89,9C,03,03,90,85
1302412500,00000220,false,0,8,CE,E3,88,9C,03,0A,90,9B
1302422500,00000220,false,0,8,CE,A3,88,A0,03,0D,90,A0
1302432500,00000220,false,0,8,CF,63,88,A0,03,06,90,BA
1302442500,00000220,false,0,8,D0,A3,88,9C,03,02,90,C5
1302452200,00000220,false,0,8,CF,E3,88,A0,03,01,90,D7
1302462500,00000220,false,0,8,D1,E3,88,9C,03,FF,8F,E0
1302472500,00000220,false,0,8,D0,E3,88,A0,03,01,90,F6
1302482500,00000220,false,0,8,CF,23,89,A4,03,02,90,0D
1302492400,00000220,false,0,8,D2,23,89,A0,03,01,90,1B
1302502400,00000220,false,0,8,D2,E3,88,A0,03,03,90,2A
1302512500,00000220,false,0,8,D2,E3,88,A0,03,04,90,3D
1302522400,00000220,false,0,8,D0,03,89,9C,03,05,90,49
1302532400,00000220,false,0,8,CE,23,89,A0,03,05,90,5B
1302542400,00000220,false,0,8,CD,43,89,A0,03,08,90,6D
1302552400,00000220,false,0,8,CC,03,89,9C,03,0F,90,7F
1302562400,00000220,false,0,8,CE,A3,88,A0,03,0C,90,81
1302572300,00000220,false,0,8,D0,C3,88,A0,03,05,90,9A
1302582300,00000220,false,0,8,D0,A3,88,A0,03,03,90,A8
1302592300,00000220,false,0,8,D0,C3,88,9C,03,01,90,B2
1302602300,00000220,false,0,8,D1,C3,88,A0,03,00,90,C6
1302612300,00000220,false,0,8,D1,A3,88,A0,03,01,90,D9
1302622300,00000220,false,0,8,D0,A3,88,A0,03,02,90,E9
1302632000,00000220,false,0,8,D1,C3,88,A0,03,06,90,FC
1302642200,00000220,false,0,8,D1,E3,88,98,03,05,90,05
1302652200,00000220,false,0,8,CE,23,89,A0,03,02,90,16
1302662200,00000220,false,0,8,CC,23,89,A0,03,01,90,25
1302672200,00000220,false,0,8,CD,03,89,9C,03,01,90,30
1302682000,00000220,false,0,8,CF,C3,88,9C,03,FD,8F,4C
1302692200,00000220,false,0,8,D0,63,88,A4,03,FD,8F,57
1302702200,00000220,false,0,8,CF,83,88,A0,03,F9,8F,6C
1302712200,00000220,false,0,8,D1,C3,88,A0,03,F7,8F,7C
1302722200,00000220,false,0,8,D2,A3,88,A0,03,F8,8F,8E
1302732100,00000220,false,0,8,CF,83,88,9C,03,FA,8F,9B
1302742200,00000220,false,0,8,CE,83,88,A0,03,F9,8F,AD
1302752100,00000220,false,0,8,CE,83,88,A0,03,03,90,B6
1302762100,00000220,false,0,8,CE,63,88,A0,03,06,90,CB
1302772100,00000220,false,0,8,CF,A3,88,A0,03,0C,90,D0
1302782100,00000220,false,0,8,CF,E3,88,A0,03,0E,90,E2
1302792100,00000220,false,0,8,D0,E3,88,9C,03,0A,90,FD
1302802100,00000220,false,0,8,CE,C3,88,A0,03,04,90,09
1302812000,00000220,false,0,8,CD,C3,88,A0,03,01,90,15
1302822000,00000220,false,0,8,CF,A3,88,A0,03,02,90,26
1302832000,00000220,false,0,8,CF,A3,88,98,03,03,90,31
1302842000,00000220,false,0,8,CE,C3,88,90,03,01,90,44
1302851700,00000220,false,0,8,CE,C3,88,90,03,04,90,59
1302862000,00000220,false,0,8,CC,A3,88,90,03,03,90,64
1302872000,00000220,false,0,8,CC,A3,88,90,03,03,90,74
1302882000,00000220,false,0,8,CE,E3,88,90,03,09,90,8C
1302891900,00000220,false,0,8,D0,E3,88,94,03,08,90,93
1302901700,00000220,false,0,8,D0,E3,88,90,03,03,90,A8
1302912000,00000220,false,0,8,D1,C3,88,98,03,04,90,B2
1302921900,00000220,false,0,8,D2,A3,88,94,03,07,90,C2
1302931900,00000220,false,0,8,D3,C3,88,94,03,0A,90,D6
1302941900,00000220,false,0,8,D3,03,89,94,03,04,90,E3
1302951900,00000220,false,0,8,D1,23,89,90,03,FD,8F,F5
1302961900,00000220,false,0,8,D0,03,89,94,03,FF,8F,08
1302971800,00000220,false,0,8,D0,C3,88,90,03,01,90,16
1302981800,00000220,false,0,8,CF,A3,88,90,03,08,90,2C
1302991800,00000220,false,0,8,CE,E3,88,90,03,09,90,3C
1303001800,00000220,false,0,8,CF,E3,88,94,03,07,90,41
1303012000,00000220,false,0,8,D0,C3,88,8C,03,08,90,5B
1303021800,00000220,false,0,8,CE,C3,88,90,03,04,90,69
1303031800,00000220,false,0,8,CE,C3,88,90,03,07,90,7A
1303041800,00000220,false,0,8,CE,C3,88,90,03,05,90,88
1303052000,00000220,false,0,8,CE,83,88,94,03,03,90,9A
1303061700,00000220,false,0,8,CF,83,88,98,03,01,90,AF
1303071500,00000220,false,0,8,CF,C3,88,90,03,FB,8F,BE
1303081700,00000220,false,0,8,CE,C3,88,90,03,FC,8F,CE
1303091700,00000220,false,0,8,D0,E3,88,94,03,FF,8F,D9
1303101700,00000220,false,0,8,D1,E3,88,94,03,00,90,EA
1303112000,00000220,false,0,8,D1,E3,88,90,03,FE,8F,F5
1303121700,00000220,false,0,8,D0,E3,88,98,03,01,90,0E
1303131700,00000220,false,0,8,CF,E3,88,90,03,04,90,18
1303141700,00000220,false,0,8,CF,C3,88,98,03,04,90,20
1303151600,00000220,false,0,8,CF,A3,88,94,03,04,90,3C
1303161600,00000220,false,0,8,D0,A3,88,94,03,02,90,4D
1303171600,00000220,false,0,8,D2,E3,88,90,03,00,90,59
1303181600,00000220,false,0,8,D2,03,89,90,03,00,90,68
1303191600,00000220,false,0,8,D1,03,89,94,03,FF,8F,7B
1303201300,00000220,false,0,8,D0,C3,88,90,03,FD,8F,83
1303211500,00000220,false,0,8,CF,43,89,94,03,04,90,9F
1303221500,00000220,false,0,8,CE,83,89,90,03,07,90,AD
1303231500,00000220,false,0,8,CE,23,89,94,03,02,90,BA
1303241500,00000220,false,0,8,CE,03,89,94,03,FA,8F,C3
1303251500,00000220,false,0,8,CF,E3,88,94,03,F4,8F,DD
1303261500,00000220,false,0,8,CF,83,88,94,03,F2,8F,EB
1303271500,00000220,false,0,8,CF,63,88,90,03,F6,8F,FB
1303281500,00000220,false,0,8,D2,C3,88,94,03,03,90,0E
1303291200,00000220,false,0,8,D2,E3,88,90,03,09,90,10
1303301500,00000220,false,0,8,D0,A3,88,94,03,06,90,21
1303311400,00000220,false,0,8,D1,83,88,90,03,FC,8F,33
1303321400,00000220,false,0,8,CF,83,88,90,03,FE,8F,43
1303331400,00000220,false,0,8,D0,A3,88,90,03,03,90,58
1303341400,00000220,false,0,8,D0,83,88,94,03,04,90,6F
1303351400,00000220,false,0,8,CC,63,88,94,03,06,90,7D
1303361400,00000220,false,0,8,CB,83,88,90,03,0C,90,8C
1303371100,00000220,false,0,8,CC,83,88,94,03,0B,90,90
1303380900,00000220,false,0,8,CC,A3,88,94,03,06,90,AD
1303391300,00000220,false,0,8,CC,A3,88,90,03,02,90,B5
1303401300,00000220,false,0,8,CE,C3,88,94,03,01,90,C8
1303411300,00000220,false,0,8,CD,C3,88,98,03,06,90,D0
1303421300,00000220,false,0,8,CD,A3,88,90,03,0A,90,EC
1303431300,00000220,false,0,8,CF,C3,88,94,03,07,90,F1
1303441300,00000220,false,0,8,D1,E3,88,90,03,04,90,0A
1303451200,00000220,false,0,8,D0,E3,88,94,03,01,90,1A
1303461200,00000220,false,0,8,D0,E3,88,90,03,FB,8F,21
1303471200,00000220,false,0,8,D0,E3,88,94,03,FA,8F,32
1303481200,00000220,false,0,8,D0,E3,88,94,03,FE,8F,46
1303491100,00000220,false,0,8,D2,23,89,90,03,FE,8F,57
1303501200,00000220,false,0,8,D4,03,89,94,03,FD,8F,6A
1303511000,00000220,false,0,8,D3,E3,88,90,03,FF,8F,76
1303521200,00000220,false,0,8,D2,23,89,94,03,01,90,8F
1303531100,00000220,false,0,8,D2,43,89,94,03,02,90,9E
1303541100,00000220,false,0,8,D1,03,89,98,03,FF,8F,AF
1303551100,00000220,false,0,8,D1,03,89,90,03,FA,8F,B0
1303561100,00000220,false,0,8,D1,C3,88,94,03,FB,8F,C4
1303571100,00000220,false,0,8,CE,43,88,98,03,FC,8F,D6
1303581100,00000220,false,0,8,CF,43,88,98,03,FF,8F,EA
1303590800,00000220,false,0,8,D3,23,88,94,03,06,90,F2
1303601100,00000220,false,0,8,D2,63,88,90,03,06,90,0F
1303611300,00000220,false,0,8,D1,C3,88,98,03,03,90,13
1303621100,00000220,false,0,8,D2,03,89,90,03,05,90,2F
1303631000,00000220,false,0,8,D2,03,89,98,03,06,90,36
1303641000,00000220,false,0,8,CE,E3,88,90,03,08,90,4D
1303651000,00000220,false,0,8,CE,E3,88,94,03,08,90,51
1303661000,00000220,false,0,8,CE,E3,88,94,03,05,90,6C
1303671000,00000220,false,0,8,CE,03,89,94,03,08,90,70
1303681000,00000220,false,0,8,D0,43,89,94,03,08,90,82
1303690900,00000220,false,0,8,D1,83,89,90,03,09,90,90
1303700900,00000220,false,0,8,D1,63,89,90,03,08,90,A1
1303710900,00000220,false,0,8,D0,23,89,8C,03,02,90,B4
1303720900,00000220,false,0,8,CE,E3,88,8C,03,03,90,C2
1303730900,00000220,false,0,8,CC,E3,88,8C,03,03,90,D0
1303740900,00000220,false,0,8,CE,A3,88,88,03,06,90,E3
1303750900,00000220,false,0,8,D0,83,88,8C,03,03,90,F4
1303760900,00000220,false,0,8,D2,A3,88,90,03,03,90,0A
1303770900,00000220,false,0,8,CF,03,89,90,03,06,90,1D
1303780400,00000220,false,0,8,CD,43,89,90,03,06,90,2B
1303790800,00000220,false,0,8,D1,23,89,90,03,04,90,3D
1303800800,00000220,false,0,8,D2,03,89,90,03,02,90,4A
1303810800,00000220,false,0,8,D2,03,89,90,03,06,90,5E
1303820800,00000220,false,0,8,D1,03,89,8C,03,03,90,66
1303830800,00000220,false,0,8,CF,03,89,8C,03,FF,8F,71
1303840800,00000220,false,0,8,CF,C3,88,88,03,FF,8F,8A
1303850800,00000220,false,0,8,CF,83,88,8C,03,FC,8F,9D
1303860700,00000220,false,0,8,CF,83,88,90,03,FC,8F,A1
1303870700,00000220,false,0,8,CF,C3,88,90,03,00,90,B4
1303880300,00000220,false,0,8,D0,C3,88,90,03,05,90,CA
1303890700,00000220,false,0,8,D0,E3,88,8C,03,04,90,D7
1303900700,00000220,false,0,8,D1,23,89,88,03,FF,8F,EF
1303910700,00000220,false,0,8,D4,43,89,8C,03,F8,8F,FF
1303920700,00000220,false,0,8,D5,43,89,90,03,FB,8F,07
1303930700,00000220,false,0,8,D2,03,89,8C,03,00,90,14
1303940700,00000220,false,0,8,D2,E3,88,8C,03,03,90,26
1303950600,00000220,false,0,8,D1,C3,88,90,03,04,90,3A
1303960600,00000220,false,0,8,D1,C3,88,88,03,FD,8F,4A
1303970600,00000220,false,0,8,D1,C3,88,90,03,FD,8F,52
1303980400,00000220,false,0,8,D2,03,89,90,03,01,90,6B
1303990600,00000220,false,0,8,D2,03,89,90,03,FE,8F,77
1304000600,00000220,false,0,8,CF,E3,88,90,03,FF,8F,82
1304010800,00000220,false,0,8,CF,C3,88,94,03,01,90,9B
1304020600,00000220,false,0,8,CE,E3,88,94,03,05,90,AC
1304030800,00000220,false,0,8,CD,A3,88,90,03,08,90,BA
1304040500,00000220,false,0,8,CC,83,88,94,03,0B,90,C0
1304050500,00000220,false,0,8,CC,A3,88,8C,03,08,90,D7
1304060500,00000220,false,0,8,CD,63,88,98,03,06,90,E0
1304070500,00000220,false,0,8,CD,23,88,8C,03,07,90,F7
1304080500,00000220,false,0,8,CE,43,88,90,03,08,90,0D
1304090500,00000220,false,0,8,CF,63,88,90,03,08,90,1C
1304100500,00000220,false,0,8,CF,A3,88,90,03,09,90,2F
1304110500,00000220,false,0,8,D1,E3,88,94,03,04,90,3E
1304120400,00000220,false,0,8,D2,03,89,90,03,04,90,4C
1304130400,00000220,false,0,8,D0,E3,88,90,03,05,90,5A
1304140400,00000220,false,0,8,CF,E3,88,90,03,05,90,6B
1304150400,00000220,false,0,8,D1,E3,88,94,03,02,90,7C
1304160400,00000220,false,0,8,D1,A3,88,94,03,03,90,8F
1304170400,00000220,false,0,8,D1,C3,88,90,03,04,90,9A
1304180400,00000220,false,0,8,CF,43,89,90,03,00,90,A7
1304190100,00000220,false,0,8,CF,43,89,90,03,FF,8F,B5
1304200400,00000220,false,0,8,CF,03,89,90,03,FE,8F,C2
1304210300,00000220,false,0,8,D0,23,89,8C,03,04,90,D6
1304220300,00000220,false,0,8,D0,83,89,90,03,08,90,EE
1304230300,00000220,false,0,8,CF,23,89,90,03,09,90,FE
1304240300,00000220,false,0,8,CD,03,89,94,03,0A,90,03
1304250300,00000220,false,0,8,CE,C3,88,90,03,0A,90,1F
1304260300,00000220,false,0,8,CE,E3,88,90,03,04,90,29
1304270200,00000220,false,0,8,CE,43,89,90,03,05,90,3B
1304279800,00000220,false,0,8,CF,83,89,94,03,06,90,41
1304290200,00000220,false,0,8,D0,63,89,94,03,05,90,51
1304300200,00000220,false,0,8,D1,03,89,94,03,FD,8F,69
1304310300,00000220,false,0,8,D2,C3,88,90,03,FA,8F,70
1304320200,00000220,false,0,8,D2,C3,88,90,03,FD,8F,85
1304330200,00000220,false,0,8,D2,C3,88,90,03,FB,8F,93
1304340100,00000220,false,0,8,D1,E3,88,90,03,FE,8F,A5
1304350200,00000220,false,0,8,CE,C3,88,90,03,02,90,B7
1304360100,00000220,false,0,8,CB,C3,88,8C,03,02,90,CE
1304370100,00000220,false,0,8,CC,E3,88,90,03,06,90,D9
1304380100,00000220,false,0,8,CE,03,89,90,03,06,90,EA
1304390100,00000220,false,0,8,CE,C3,88,8C,03,03,90,F2
1304400100,00000220,false,0,8,CD,A3,88,90,03,04,90,06
1304410300,00000220,false,0,8,D0,A3,88,90,03,07,90,1C
1304420100,00000220,false,0,8,D3,E3,88,90,03,08,90,20
1304430000,00000220,false,0,8,D2,C3,88,94,03,08,90,35
1304440000,00000220,false,0,8,D1,C3,88,90,03,05,90,4D
1304450000,00000220,false,0,8,D1,E3,88,8C,03,01,90,55
1304460000,00000220,false,0,8,D1,03,89,90,03,03,90,6A
1304470000,00000220,false,0,8,D0,03,89,90,03,02,90,78
1304480000,00000220,false,0,8,CF,E3,88,90,03,03,90,89
1304489900,00000220,false,0,8,CE,C3,88,8C,03,02,90,93
1304500000,00000220,false,0,8,CD,C3,88,90,03,02,90,A4
1304510000,00000220,false,0,8,D2,C3,88,90,03,06,90,BF
1304519900,00000220,false,0,8,D3,E3,88,90,03,08,90,C0
1304530000,00000220,false,0,8,D1,C3,88,90,03,07,90,DF
1304539900,00000220,false,0,8,CF,E3,88,90,03,02,90,E6
1304549900,00000220,false,0,8,CF,03,89,90,03,FF,8F,F5
1304559900,00000220,false,0,8,D1,03,89,90,03,FD,8F,05
1304569900,00000220,false,0,8,D3,E3,88,90,03,FF,8F,16
1304579600,00000220,false,0,8,D1,C3,88,90,03,02,90,28
1304589900,00000220,false,0,8,D1,C3,88,90,03,02,90,38
1304599800,00000220,false,0,8,CF,C3,88,90,03,01,90,47
1304609800,00000220,false,0,8,CE,A3,88,90,03,01,90,54
1304619800,00000220,false,0,8,CE,A3,88,90,03,05,90,68
1304629800,00000220,false,0,8,CB,C3,88,90,03,03,90,75
1304639800,00000220,false,0,8,CB,E3,88,90,03,02,90,82
1304649800,00000220,false,0,8,CC,A3,88,90,03,02,90,95
1304659800,00000220,false,0,8,CE,A3,88,90,03,07,90,AA
1304669800,00000220,false,0,8,CD,83,88,90,03,06,90,B8
1304679800,00000220,false,0,8,CC,63,88,94,03,FB,8F,C1
1304689800,00000220,false,0,8,CC,A3,88,90,03,FA,8F,DA
1304699700,00000220,false,0,8,CE,E3,88,90,03,FF,8F,E3
1304709700,00000220,false,0,8,D0,E3,88,88,03,FE,8F,FA
1304719700,00000220,false,0,8,D0,03,89,84,03,FE,8F,09
1304729700,00000220,false,0,8,D0,23,89,90,03,FF,8F,14
1304739700,00000220,false,0,8,CF,23,89,90,03,05,90,2A
1304749700,00000220,false,0,8,CD,03,89,8C,03,09,90,38
1304759600,00000220,false,0,8,CE,C3,88,90,03,09,90,4C
1304769600,00000220,false,0,8,CE,A3,88,8C,03,04,90,55
1304779600,00000220,false,0,8,CF,C3,88,90,03,01,90,67
1304789400,00000220,false,0,8,CE,E3,88,8C,03,03,90,72
1304799600,00000220,false,0,8,D0,23,89,90,03,01,90,89
1304809800,00000220,false,0,8,D2,23,89,90,03,02,90,9A
1304819600,00000220,false,0,8,D3,03,89,90,03,03,90,AC
1304829600,00000220,false,0,8,D2,03,89,90,03,07,90,B1
1304839600,00000220,false,0,8,D0,03,89,90,03,05,90,CD
1304849500,00000220,false,0,8,CE,03,89,88,03,02,90,DE
1304859500,00000220,false,0,8,CE,03,89,90,03,06,90,EA
1304869500,00000220,false,0,8,D0,E3,88,8C,03,09,90,FA
1304879300,00000220,false,0,8,CF,E3,88,90,03,0B,90,01
1304889500,00000220,false,0,8,CF,03,89,90,03,0A,90,11
1304899500,00000220,false,0,8,CF,03,89,90,03,00,90,27
1304909500,00000220,false,0,8,CF,C3,88,90,03,FC,8F,31
1304919400,00000220,false,0,8,D1,E3,88,90,03,01,90,49
1304929400,00000220,false,0,8,CF,23,89,90,03,02,90,59
