370458000,00000394,false,0,8,00,E0,00,00,FF,43,B2,98
370478000,00000394,false,0,8,00,00,00,00,FF,43,B0,98
370498000,00000394,false,0,8,00,20,00,00,FF,43,BE,98
370518000,00000394,false,0,8,00,40,00,00,FF,43,BC,98
370538000,00000394,false,0,8,00,60,00,00,FF,43,BA,98
370557900,00000394,false,0,8,00,80,00,00,FF,43,B8,98
370577900,00000394,false,0,8,00,A0,00,00,FF,43,B6,98
370597900,00000394,false,0,8,00,C0,00,00,FF,43,B4,98
370617900,00000394,false,0,8,00,E0,00,00,FF,43,B2,98
370637900,00000394,false,0,8,00,00,00,00,FF,43,B0,98
370659000,00000394,false,0,8,00,20,00,00,FF,43,BE,98
370679000,00000394,false,0,8,00,40,00,00,FF,43,BC,98
370699000,00000394,false,0,8,00,60,00,00,FF,43,BA,98
370719100,00000394,false,0,8,00,80,00,00,FF,43,B8,98
370739100,00000394,false,0,8,00,A0,00,00,FF,43,B6,98
370759100,00000394,false,0,8,00,C0,00,00,FF,43,B4,98
370779100,00000394,false,0,8,00,E0,00,00,FF,43,B2,98
370799000,00000394,false,0,8,00,00,00,00,FF,43,B0,98
370819000,00000394,false,0,8,00,20,00,00,FF,43,BE,98
370839000,00000394,false,0,8,00,40,00,00,FF,43,BC,98
370859000,00000394,false,0,8,00,60,00,00,FF,43,BA,98
370878900,00000394,false,0,8,00,80,00,00,FF,43,B8,98
370898900,00000394,false,0,8,00,A0,00,00,FF,43,B6,98
370918900,00000394,false,0,8,00,C0,00,00,FF,43,B4,98
370938900,00000394,false,0,8,00,E0,00,00,FF,43,B2,98
370958800,00000394,false,0,8,00,00,00,00,FF,43,B0,98
370978800,00000394,false,0,8,00,20,00,00,FF,43,BE,98
370998800,00000394,false,0,8,00,40,00,00,FF,43,BC,98
371018700,00000394,false,0,8,00,60,00,00,FF,43,BA,98
371038700,00000394,false,0,8,00,80,00,00,FF,43,B8,98
371058700,00000394,false,0,8,00,A0,00,00,FF,43,B6,98
371078700,00000394,false,0,8,00,C0,00,00,FF,43,B4,98
371098700,00000394,false,0,8,00,E0,00,00,FF,43,B2,98
371118400,00000394,false,0,8,00,00,00,00,FF,43,B0,98
371138400,00000394,false,0,8,00,20,00,00,FF,43,BE,98
371158400,00000394,false,0,8,00,40,00,00,FF,43,BC,98
371178400,00000394,false,0,8,00,60,00,00,FF,43,BA,98
371198500,00000394,false,0,8,00,80,00,00,FF,43,B8,98
371218300,00000394,false,0,8,00,A0,00,00,FF,43,B6,98
371238300,00000394,false,0,8,00,C0,00,00,FF,43,B4,98
371258300,00000394,false,0,8,00,E0,00,00,FF,43,B2,98
371278400,00000394,false,0,8,00,00,00,00,FF,43,B0,98
371298200,00000394,false,0,8,00,20,00,00,FF,43,BE,98
371318200,00000394,false,0,8,00,40,00,00,FF,43,BC,98
371338200,00000394,false,0,8,00,60,00,00,FF,43,BA,98
371358100,00000394,false,0,8,00,80,00,00,FF,43,B8,98
371378100,00000394,false,0,8,00,A0,00,00,FF,43,B6,98
371398100,00000394,false,0,8,00,C0,00,00,FF,43,B4,98
371418100,00000394,false,0,8,00,E0,00,00,FF,43,B2,98
371438000,00000394,false,0,8,00,00,00,00,FF,43,B0,98
371458000,00000394,false,0,8,00,20,00,00,FF,43,BE,98
371478200,00000394,false,0,8,00,40,00,00,FF,43,BC,98
371498100,00000394,false,0,8,00,60,00,00,FF,43,BA,98
371517900,00000394,false,0,8,00,80,00,00,FF,43,B8,98
371537900,00000394,false,0,8,00,A0,00,00,FF,43,B6,98
371557900,00000394,false,0,8,00,C0,00,00,FF,43,B4,98
371577900,00000394,false,0,8,00,E0,00,00,FF,43,B2,98
371598000,00000394,false,0,8,00,00,00,00,FF,43,B0,98
371617800,00000394,false,0,8,00,20,00,00,FF,43,BE,98
371637800,00000394,false,0,8,00,40,00,00,FF,43,BC,98
371657800,00000394,false,0,8,00,60,00,00,FF,43,BA,98
371677700,00000394,false,0,8,00,80,00,00,FF,43,B8,98
371697700,00000394,false,0,8,00,A0,00,00,FF,43,B6,98
371717700,00000394,false,0,8,00,C0,00,00,FF,43,B4,98
371737700,00000394,false,0,8,00,E0,00,00,FF,43,B2,98
371757700,00000394,false,0,8,00,00,00,00,FF,43,B0,98
371777600,00000394,false,0,8,00,20,00,00,FF,43,BE,98
371797800,00000394,false,0,8,00,40,00,00,FF,43,BC,98
371817600,00000394,false,0,8,00,60,00,00,FF,43,BA,98
371837600,00000394,false,0,8,00,80,00,00,FF,43,B8,98
371857500,00000394,false,0,8,00,A0,00,00,FF,43,B6,98
371877700,00000394,false,0,8,00,C0,00,00,FF,43,B4,98
371897500,00000394,false,0,8,00,E0,00,00,FF,43,B2,98
371917500,00000394,false,0,8,00,00,00,00,FF,43,B0,98
371937400,00000394,false,0,8,00,20,00,00,FF,43,BE,98
371957400,00000394,false,0,8,00,40,00,00,FF,43,BC,98
371977400,00000394,false,0,8,00,60,00,00,FF,43,BA,98
371997400,00000394,false,0,8,00,80,00,00,FF,43,B8,98
372017300,00000394,false,0,8,00,A0,00,00,FF,43,B6,98
372037300,00000394,false,0,8,00,C0,00,00,FF,43,B4,98
372057600,00000394,false,0,8,00,E0,00,00,FF,43,B2,98
372077600,00000394,false,0,8,00,00,00,00,FF,43,B0,98
372097600,00000394,false,0,8,00,20,00,00,FF,43,BE,98
372117600,00000394,false,0,8,00,40,00,00,FF,43,BC,98
372137500,00000394,false,0,8,00,60,00,00,FF,43,BA,98
372157300,00000394,false,0,8,00,80,00,00,FF,43,B8,F8
372177500,00000394,false,0,8,00,A0,00,00,FF,43,B6,F8
372197300,00000394,false,0,8,00,C0,00,00,FF,43,B4,F8
372217400,00000394,false,0,8,00,E0,00,00,FF,43,B2,F8
372237400,00000394,false,0,8,00,00,00,00,FF,43,B0,F8
372257200,00000394,false,0,8,00,20,00,00,FF,43,BE,F8
372277200,00000394,false,0,8,00,40,00,00,FF,43,BC,F8
372297300,00000394,false,0,8,00,60,00,00,FF,43,BA,F8
372317300,00000394,false,0,8,00,80,00,00,FF,43,B8,F8
372337300,00000394,false,0,8,00,A0,00,00,FF,43,B6,F8
372357300,00000394,false,0,8,00,C0,00,00,FF,43,B4,F8
372377100,00000394,false,0,8,00,E0,00,00,FF,43,B2,F8
372397200,00000394,false,0,8,00,00,00,00,FF,43,B0,F8
372417200,00000394,false,0,8,00,20,00,00,FF,43,BE,F8
